source_interest_excel_row,source_excel_row,OPLEIDINGSEENHEIDCODE,ONDERWIJSAANBIEDER_NAAM,ERKENDEOPLEIDINGSCODE,NAAM_LANG,student_interest,evidence,source_title,source_url,strength,interest_relationship,counselor_programme_id,target_mapping_status
333,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,qualitative social research,The second-year curriculum explicitly provides a dedicated qualitative research methods subject.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Curricular topic,cp-000001,mapped
334,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,quantitative social research,The second-year curriculum includes a separate quantitative methods subject and an applied research project.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Curricular topic,cp-000001,mapped
335,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,evaluating the consequences of public policy,The bachelor includes a dedicated policy-analysis subject alongside wider policy and society coursework.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Curricular topic,cp-000001,mapped
336,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,allocating and managing public money,The second year expressly covers managing public resources and includes a dedicated public-resource allocation subject.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Curricular topic,cp-000001,mapped
337,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,European and international governance,The third-year curriculum includes a substantive subject on European and international governance.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Curricular topic,cp-000001,mapped
338,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,political philosophy and democracy,The third-year curriculum explicitly includes political philosophy and democracy as a substantive subject.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Curricular topic,cp-000001,mapped
339,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,managing people in public organisations,The third-year curriculum includes a dedicated subject on people management within public organisations.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Curricular topic,cp-000001,mapped
340,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,how policy and society influence each other,The third-year curriculum includes a substantive subject examining the relationship between public policy and society.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Curricular topic,cp-000001,mapped
341,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,independent public-administration research,Students conclude the bachelor by carrying out and reporting their own public-administration research project.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Direct programme interest,cp-000001,mapped
342,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,reconciling conflicting public interests and perspectives,The programme explains that students learn to engage with conflicting perspectives while analysing societal problems.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Direct programme interest,cp-000001,mapped
343,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,resident participation in neighbourhood surveillance decisions,"The study programme gives consultations about neighbourhood camera surveillance as one illustrative internship task, not a standing theme.",Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Illustrative or temporary topic,cp-000001,mapped
344,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,advising the Ministry of Infrastructure and Water Management,The programme offers advising this specific ministry as an example of an individual public-sector internship assignment.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Illustrative or temporary topic,cp-000001,mapped
345,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,supporting a municipal alderman,The programme identifies assisting an alderman as one possible internship example rather than a fixed academic pathway.,Bestuurskunde — study programme,https://www.eur.nl/bachelor/bestuurskunde/studieprogramma,Explicit,Illustrative or temporary topic,cp-000001,mapped
346,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,public-policy advice and consultancy,"The programme explicitly identifies policy adviser, policy researcher and consultant as content-linked career directions.",Bestuurskunde — bachelor programme,https://www.eur.nl/bachelor/bestuurskunde,Explicit,Outcome or individual trajectory,cp-000001,mapped
347,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,security policy and police leadership,A featured graduate describes building a career in police leadership and public-security networks after this degree.,"Bestuurskunde — careers, master’s programmes and alumni",https://www.eur.nl/bachelor/bestuurskunde/na-je-studie,Explicit,Outcome or individual trajectory,cp-000001,mapped
348,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,counterterrorism and national security coordination,"A featured alumna describes subsequent leadership of counterterrorism and coordination between intelligence, police and public authorities.","Bestuurskunde — careers, master’s programmes and alumni",https://www.eur.nl/bachelor/bestuurskunde/na-je-studie,Explicit,Outcome or individual trajectory,cp-000001,mapped
349,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,commercial property and public–private urban development,A featured graduate moved into commercial real estate through work on public–private collaboration in retail-centre development.,"Bestuurskunde — careers, master’s programmes and alumni",https://www.eur.nl/bachelor/bestuurskunde/na-je-studie,Explicit,Outcome or individual trajectory,cp-000001,mapped
350,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,policy and political communication,"The careers page explicitly lists the subsequent Policy and Politics master, focused on politics, policy, media and society.","Bestuurskunde — careers, master’s programmes and alumni",https://www.eur.nl/bachelor/bestuurskunde/na-je-studie,Explicit,Outcome or individual trajectory,cp-000001,mapped
351,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,"digital technology, work and governance",The careers page identifies Digitalisation in Work and Society as a later master’s destination rather than a bachelor track.,"Bestuurskunde — careers, master’s programmes and alumni",https://www.eur.nl/bachelor/bestuurskunde/na-je-studie,Explicit,Outcome or individual trajectory,cp-000001,mapped
352,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,managing migration and diversity policy,The careers page lists a subsequent public-administration master in the governance of migration and diversity.,"Bestuurskunde — careers, master’s programmes and alumni",https://www.eur.nl/bachelor/bestuurskunde/na-je-studie,Explicit,Outcome or individual trajectory,cp-000001,mapped
353,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,human resources and organisational change in the public sector,The programme identifies a subsequent master on HR and change management within public organisations.,"Bestuurskunde — careers, master’s programmes and alumni",https://www.eur.nl/bachelor/bestuurskunde/na-je-studie,Explicit,Outcome or individual trajectory,cp-000001,mapped
354,3,1015O5182,Erasmus Universiteit Rotterdam,,Bachelor Bestuurskunde,social polarisation and democratic renewal,"The careers page describes a later master focused on polarisation, attitudes towards democracy and democratic innovation.","Bestuurskunde — careers, master’s programmes and alumni",https://www.eur.nl/bachelor/bestuurskunde/na-je-studie,Explicit,Outcome or individual trajectory,cp-000001,mapped
